1, the_end, betterendforge:empty_aurora_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
8850, icy, byg:alps, MONSTER, iceandfire:dread_knight, 7, 1, 1
8851, icy, byg:alps, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8852, icy, byg:alps, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8853, icy, byg:alps, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8854, icy, byg:alps, MONSTER, eidolon:wraith, 5, 1, 2
8855, icy, byg:alps, MONSTER, eidolon:zombie_brute, 7, 1, 1
8856, icy, byg:alps, MONSTER, quark:toretoise, 80, 1, 1
8857, icy, byg:alps, MONSTER, savageandravage:iceologer, 12, 1, 1
8858, icy, byg:alps, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8859, icy, byg:alps, CREATURE, minecraft:rabbit, 10, 5, 7
8860, icy, byg:alps, CREATURE, minecraft:polar_bear, 10, 1, 2
8861, icy, byg:alps, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8862, icy, byg:alps, CREATURE, cnb:yeti, 20, 2, 3
8863, icy, byg:alps, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8864, icy, byg:alps, AMBIENT, minecraft:bat, 5, 1, 2
8865, icy, byg:frozen_lake, MONSTER, minecraft:spider, 20, 2, 3
8866, icy, byg:frozen_lake, MONSTER, minecraft:creeper, 50, 2, 3
8867, icy, byg:frozen_lake, MONSTER, minecraft:enderman, 5, 1, 3
8868, icy, byg:frozen_lake, MONSTER, minecraft:witch, 5, 1, 1
8869, icy, byg:frozen_lake, MONSTER, minecraft:stray, 40, 2, 3
8870, icy, byg:frozen_lake, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8871, icy, byg:frozen_lake, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8872, icy, byg:frozen_lake, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8873, icy, byg:frozen_lake, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8874, icy, byg:frozen_lake, MONSTER, mowziesmobs:grottol, 10, 1, 1
8875, icy, byg:frozen_lake, MONSTER, iceandfire:dread_lich, 3, 1, 1
8876, icy, byg:frozen_lake, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8877, icy, byg:frozen_lake, MONSTER, iceandfire:dread_beast, 7, 1, 1
8878, icy, byg:frozen_lake, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8879, icy, byg:frozen_lake, MONSTER, iceandfire:dread_horse, 7, 1, 1
8880, icy, byg:frozen_lake, MONSTER, iceandfire:dread_knight, 7, 1, 1
8881, icy, byg:frozen_lake, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8882, icy, byg:frozen_lake, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8883, icy, byg:frozen_lake, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8884, icy, byg:frozen_lake, MONSTER, eidolon:wraith, 5, 1, 2
8885, icy, byg:frozen_lake, MONSTER, eidolon:zombie_brute, 7, 1, 1
8886, icy, byg:frozen_lake, MONSTER, quark:toretoise, 80, 1, 1
8887, icy, byg:frozen_lake, MONSTER, savageandravage:iceologer, 12, 1, 1
8888, icy, byg:frozen_lake, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8889, icy, byg:frozen_lake, CREATURE, minecraft:rabbit, 10, 5, 7
8890, icy, byg:frozen_lake, CREATURE, minecraft:polar_bear, 10, 1, 2
8891, icy, byg:frozen_lake, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8892, icy, byg:frozen_lake, CREATURE, cnb:yeti, 20, 2, 3
8893, icy, byg:frozen_lake, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8894, icy, byg:frozen_lake, AMBIENT, minecraft:bat, 5, 1, 2
8895, icy, byg:lush_tundra, MONSTER, minecraft:spider, 20, 2, 3
8896, icy, byg:lush_tundra, MONSTER, minecraft:creeper, 50, 2, 3
8897, icy, byg:lush_tundra, MONSTER, minecraft:enderman, 5, 1, 3
8898, icy, byg:lush_tundra, MONSTER, minecraft:witch, 5, 1, 1
8899, icy, byg:lush_tundra, MONSTER, minecraft:stray, 40, 2, 3
8900, icy, byg:lush_tundra, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8901, icy, byg:lush_tundra, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8902, icy, byg:lush_tundra, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8903, icy, byg:lush_tundra, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8904, icy, byg:lush_tundra, MONSTER, mowziesmobs:grottol, 10, 1, 1
8905, icy, byg:lush_tundra, MONSTER, iceandfire:dread_lich, 3, 1, 1
8906, icy, byg:lush_tundra, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8907, icy, byg:lush_tundra, MONSTER, iceandfire:dread_beast, 7, 1, 1
8908, icy, byg:lush_tundra, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8909, icy, byg:lush_tundra, MONSTER, iceandfire:dread_horse, 7, 1, 1
8910, icy, byg:lush_tundra, MONSTER, iceandfire:dread_knight, 7, 1, 1
8911, icy, byg:lush_tundra, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8912, icy, byg:lush_tundra, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8913, icy, byg:lush_tundra, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8914, icy, byg:lush_tundra, MONSTER, eidolon:wraith, 5, 1, 2
8915, icy, byg:lush_tundra, MONSTER, eidolon:zombie_brute, 7, 1, 1
8916, icy, byg:lush_tundra, MONSTER, quark:toretoise, 80, 1, 1
8917, icy, byg:lush_tundra, MONSTER, savageandravage:iceologer, 12, 1, 1
8918, icy, byg:lush_tundra, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8919, icy, byg:lush_tundra, CREATURE, minecraft:rabbit, 10, 5, 7
8920, icy, byg:lush_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
8921, icy, byg:lush_tundra, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8922, icy, byg:lush_tundra, CREATURE, cnb:yeti, 20, 2, 3
8923, icy, byg:lush_tundra, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8924, icy, byg:lush_tundra, AMBIENT, minecraft:bat, 5, 1, 2
8925, icy, byg:northern_forest, MONSTER, minecraft:spider, 20, 2, 3
8926, icy, byg:northern_forest, MONSTER, minecraft:creeper, 50, 2, 3
8927, icy, byg:northern_forest, MONSTER, minecraft:enderman, 5, 1, 3
8928, icy, byg:northern_forest, MONSTER, minecraft:witch, 5, 1, 1
8929, icy, byg:northern_forest, MONSTER, minecraft:stray, 40, 2, 3
8930, icy, byg:northern_forest, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8931, icy, byg:northern_forest, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8932, icy, byg:northern_forest, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8933, icy, byg:northern_forest, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8934, icy, byg:northern_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8935, icy, byg:northern_forest, MONSTER, iceandfire:dread_lich, 3, 1, 1
8936, icy, byg:northern_forest, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8937, icy, byg:northern_forest, MONSTER, iceandfire:dread_beast, 7, 1, 1
8938, icy, byg:northern_forest, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8939, icy, byg:northern_forest, MONSTER, iceandfire:dread_horse, 7, 1, 1
8940, icy, byg:northern_forest, MONSTER, iceandfire:dread_knight, 7, 1, 1
8941, icy, byg:northern_forest, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8942, icy, byg:northern_forest, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8943, icy, byg:northern_forest, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8944, icy, byg:northern_forest, MONSTER, eidolon:wraith, 5, 1, 2
8945, icy, byg:northern_forest, MONSTER, eidolon:zombie_brute, 7, 1, 1
8946, icy, byg:northern_forest, MONSTER, quark:toretoise, 80, 1, 1
8947, icy, byg:northern_forest, MONSTER, savageandravage:iceologer, 12, 1, 1
8948, icy, byg:northern_forest, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8949, icy, byg:northern_forest, CREATURE, minecraft:rabbit, 10, 5, 7
8950, icy, byg:northern_forest, CREATURE, minecraft:polar_bear, 10, 1, 2
8951, icy, byg:northern_forest, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8952, icy, byg:northern_forest, CREATURE, cnb:yeti, 20, 2, 3
8953, icy, byg:northern_forest, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8954, icy, byg:northern_forest, AMBIENT, minecraft:bat, 5, 1, 2
8955, icy, byg:shattered_glacier, MONSTER, minecraft:spider, 20, 2, 3
8956, icy, byg:shattered_glacier, MONSTER, minecraft:creeper, 50, 2, 3
8957, icy, byg:shattered_glacier, MONSTER, minecraft:enderman, 5, 1, 3
8958, icy, byg:shattered_glacier, MONSTER, minecraft:witch, 5, 1, 1
8959, icy, byg:shattered_glacier, MONSTER, minecraft:stray, 40, 2, 3
8960, icy, byg:shattered_glacier, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8961, icy, byg:shattered_glacier, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8962, icy, byg:shattered_glacier, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8963, icy, byg:shattered_glacier, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8964, icy, byg:shattered_glacier, MONSTER, mowziesmobs:grottol, 10, 1, 1
8965, icy, byg:shattered_glacier, MONSTER, iceandfire:dread_lich, 3, 1, 1
8966, icy, byg:shattered_glacier, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8967, icy, byg:shattered_glacier, MONSTER, iceandfire:dread_beast, 7, 1, 1
8968, icy, byg:shattered_glacier, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8969, icy, byg:shattered_glacier, MONSTER, iceandfire:dread_horse, 7, 1, 1
8970, icy, byg:shattered_glacier, MONSTER, iceandfire:dread_knight, 7, 1, 1
8971, icy, byg:shattered_glacier, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8972, icy, byg:shattered_glacier, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8973, icy, byg:shattered_glacier, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8974, icy, byg:shattered_glacier, MONSTER, eidolon:wraith, 5, 1, 2
8975, icy, byg:shattered_glacier, MONSTER, eidolon:zombie_brute, 7, 1, 1
8976, icy, byg:shattered_glacier, MONSTER, quark:toretoise, 80, 1, 1
8977, icy, byg:shattered_glacier, MONSTER, savageandravage:iceologer, 12, 1, 1
8978, icy, byg:shattered_glacier, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8979, icy, byg:shattered_glacier, CREATURE, minecraft:rabbit, 10, 5, 7
8980, icy, byg:shattered_glacier, CREATURE, minecraft:polar_bear, 10, 1, 2
8981, icy, byg:shattered_glacier, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8982, icy, byg:shattered_glacier, CREATURE, cnb:yeti, 20, 2, 3
8983, icy, byg:shattered_glacier, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8984, icy, byg:shattered_glacier, AMBIENT, minecraft:bat, 5, 1, 2
8985, icy, byg:snowy_deciduous_clearing, MONSTER, minecraft:spider, 20, 2, 3
8986, icy, byg:snowy_deciduous_clearing, MONSTER, minecraft:creeper, 50, 2, 3
8987, icy, byg:snowy_deciduous_clearing, MONSTER, minecraft:enderman, 5, 1, 3
8988, icy, byg:snowy_deciduous_clearing, MONSTER, minecraft:witch, 5, 1, 1
8989, icy, byg:snowy_deciduous_clearing, MONSTER, minecraft:stray, 40, 2, 3
8990, icy, byg:snowy_deciduous_clearing, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8991, icy, byg:snowy_deciduous_clearing, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8992, icy, byg:snowy_deciduous_clearing, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8993, icy, byg:snowy_deciduous_clearing, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8994, icy, byg:snowy_deciduous_clearing, MONSTER, mowziesmobs:grottol, 10, 1, 1
8995, icy, byg:snowy_deciduous_clearing, MONSTER, iceandfire:dread_lich, 3, 1, 1
8996, icy, byg:snowy_deciduous_clearing, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8997, icy, byg:snowy_deciduous_clearing, MONSTER, iceandfire:dread_beast, 7, 1, 1
8998, icy, byg:snowy_deciduous_clearing, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8999, icy, byg:snowy_deciduous_clearing, MONSTER, iceandfire:dread_horse, 7, 1, 1
9000, icy, byg:snowy_deciduous_clearing, MONSTER, iceandfire:dread_knight, 7, 1, 1
9001, icy, byg:snowy_deciduous_clearing, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
9002, icy, byg:snowy_deciduous_clearing, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
9003, icy, byg:snowy_deciduous_clearing, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
9004, icy, byg:snowy_deciduous_clearing, MONSTER, eidolon:wraith, 5, 1, 2
9005, icy, byg:snowy_deciduous_clearing, MONSTER, eidolon:zombie_brute, 7, 1, 1
9006, icy, byg:snowy_deciduous_clearing, MONSTER, quark:toretoise, 80, 1, 1
9007, icy, byg:snowy_deciduous_clearing, MONSTER, savageandravage:iceologer, 12, 1, 1
9008, icy, byg:snowy_deciduous_clearing, MONSTER, aquamirae:tortured_soul, 20, 1, 2
9009, icy, byg:snowy_deciduous_clearing, CREATURE, minecraft:rabbit, 10, 5, 7
9010, icy, byg:snowy_deciduous_clearing, CREATURE, minecraft:polar_bear, 10, 1, 2
9011, icy, byg:snowy_deciduous_clearing, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
9012, icy, byg:snowy_deciduous_clearing, CREATURE, cnb:yeti, 20, 2, 3
9013, icy, byg:snowy_deciduous_clearing, AMBIENT, aquamirae:golden_moth, 2, 1, 1
9014, icy, byg:snowy_deciduous_clearing, AMBIENT, minecraft:bat, 5, 1, 2
9015, icy, byg:snowy_deciduous_forest, MONSTER, minecraft:spider, 20, 2, 3
9016, icy, byg:snowy_deciduous_forest, MONSTER, minecraft:creeper, 50, 2, 3
9017, icy, byg:snowy_deciduous_forest, MONSTER, minecraft:enderman, 5, 1, 3
9018, icy, byg:snowy_deciduous_forest, MONSTER, minecraft:witch, 5, 1, 1
9019, icy, byg:snowy_deciduous_forest, MONSTER, minecraft:stray, 40, 2, 3
9020, icy, byg:snowy_deciduous_forest, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
9021, icy, byg:snowy_deciduous_forest, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
9022, icy, byg:snowy_deciduous_forest, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
9023, icy, byg:snowy_deciduous_forest, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
9024, icy, byg:snowy_deciduous_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
9025, icy, byg:snowy_deciduous_forest, MONSTER, iceandfire:dread_lich, 3, 1, 1
9026, icy, byg:snowy_deciduous_forest, MONSTER, iceandfire:dread_thrall, 10, 1, 1
9027, icy, byg:snowy_deciduous_forest, MONSTER, iceandfire:dread_beast, 7, 1, 1
9028, icy, byg:snowy_deciduous_forest, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
9029, icy, byg:snowy_deciduous_forest, MONSTER, iceandfire:dread_horse, 7, 1, 1
9030, icy, byg:snowy_deciduous_forest, MONSTER, iceandfire:dread_knight, 7, 1, 1
9031, icy, byg:snowy_deciduous_forest, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
9032, icy, byg:snowy_deciduous_forest, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
9033, icy, byg:snowy_deciduous_forest, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
9034, icy, byg:snowy_deciduous_forest, MONSTER, eidolon:wraith, 5, 1, 2
9035, icy, byg:snowy_deciduous_forest, MONSTER, eidolon:zombie_brute, 7, 1, 1
9036, icy, byg:snowy_deciduous_forest, MONSTER, quark:toretoise, 80, 1, 1
9037, icy, byg:snowy_deciduous_forest, MONSTER, savageandravage:iceologer, 12, 1, 1
9038, icy, byg:snowy_deciduous_forest, MONSTER, aquamirae:tortured_soul, 20, 1, 2
9039, icy, byg:snowy_deciduous_forest, CREATURE, minecraft:rabbit, 10, 5, 7
9040, icy, byg:snowy_deciduous_forest, CREATURE, minecraft:polar_bear, 10, 1, 2
9041, icy, byg:snowy_deciduous_forest, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
9042, icy, byg:snowy_deciduous_forest, CREATURE, cnb:yeti, 20, 2, 3
9043, icy, byg:snowy_deciduous_forest, AMBIENT, aquamirae:golden_moth, 2, 1, 1
9044, icy, byg:snowy_deciduous_forest, AMBIENT, minecraft:bat, 5, 1, 2
9045, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:spider, 20, 2, 3
9046, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:creeper, 50, 2, 3
9047, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:enderman, 5, 1, 3
9048, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
9049, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:stray, 40, 2, 3
9050, icy, byg:snowy_deciduous_forest_hills, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
9051, icy, byg:snowy_deciduous_forest_hills, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
9052, icy, byg:snowy_deciduous_forest_hills, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
9053, icy, byg:snowy_deciduous_forest_hills, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
9054, icy, byg:snowy_deciduous_forest_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
9055, icy, byg:snowy_deciduous_forest_hills, MONSTER, iceandfire:dread_lich, 3, 1, 1
9056, icy, byg:snowy_deciduous_forest_hills, MONSTER, iceandfire:dread_thrall, 10, 1, 1
9057, icy, byg:snowy_deciduous_forest_hills, MONSTER, iceandfire:dread_beast, 7, 1, 1
9058, icy, byg:snowy_deciduous_forest_hills, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
9059, icy, byg:snowy_deciduous_forest_hills, MONSTER, iceandfire:dread_horse, 7, 1, 1
9060, icy, byg:snowy_deciduous_forest_hills, MONSTER, iceandfire:dread_knight, 7, 1, 1
9061, icy, byg:snowy_deciduous_forest_hills, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
9062, icy, byg:snowy_deciduous_forest_hills, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
9063, icy, byg:snowy_deciduous_forest_hills, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
9064, icy, byg:snowy_deciduous_forest_hills, MONSTER, eidolon:wraith, 5, 1, 2
9065, icy, byg:snowy_deciduous_forest_hills, MONSTER, eidolon:zombie_brute, 7, 1, 1
9066, icy, byg:snowy_deciduous_forest_hills, MONSTER, quark:toretoise, 80, 1, 1
9067, icy, byg:snowy_deciduous_forest_hills, MONSTER, savageandravage:iceologer, 12, 1, 1
9068, icy, byg:snowy_deciduous_forest_hills, MONSTER, aquamirae:tortured_soul, 20, 1, 2
9069, icy, byg:snowy_deciduous_forest_hills, CREATURE, minecraft:rabbit, 10, 5, 7
9070, icy, byg:snowy_deciduous_forest_hills, CREATURE, minecraft:polar_bear, 10, 1, 2
9071, icy, byg:snowy_deciduous_forest_hills, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
9072, icy, byg:snowy_deciduous_forest_hills, CREATURE, cnb:yeti, 20, 2, 3
9073, icy, byg:snowy_deciduous_forest_hills, AMBIENT, aquamirae:golden_moth, 2, 1, 1
9074, icy, byg:snowy_deciduous_forest_hills, AMBIENT, minecraft:bat, 5, 1, 2
9075, icy, minecraft:ice_spikes, MONSTER, minecraft:spider, 20, 2, 3
9076, icy, minecraft:ice_spikes, MONSTER, minecraft:creeper, 50, 2, 3
9077, icy, minecraft:ice_spikes, MONSTER, minecraft:enderman, 5, 1, 3
9078, icy, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
9079, icy, minecraft:ice_spikes, MONSTER, minecraft:stray, 40, 2, 3
9080, icy, minecraft:ice_spikes, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
9081, icy, minecraft:ice_spikes, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
9082, icy, minecraft:ice_spikes, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
9083, icy, minecraft:ice_spikes, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
9084, icy, minecraft:ice_spikes, MONSTER, mowziesmobs:grottol, 10, 1, 1
9085, icy, minecraft:ice_spikes, MONSTER, iceandfire:dread_lich, 3, 1, 1
9086, icy, minecraft:ice_spikes, MONSTER, iceandfire:dread_thrall, 10, 1, 1
9087, icy, minecraft:ice_spikes, MONSTER, iceandfire:dread_beast, 7, 1, 1
9088, icy, minecraft:ice_spikes, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
9089, icy, minecraft:ice_spikes, MONSTER, iceandfire:dread_horse, 7, 1, 1
9090, icy, minecraft:ice_spikes, MONSTER, iceandfire:dread_knight, 7, 1, 1
9091, icy, minecraft:ice_spikes, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
9092, icy, minecraft:ice_spikes, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
9093, icy, minecraft:ice_spikes, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
9094, icy, minecraft:ice_spikes, MONSTER, eidolon:wraith, 5, 1, 2
9095, icy, minecraft:ice_spikes, MONSTER, eidolon:zombie_brute, 7, 1, 1
9096, icy, minecraft:ice_spikes, MONSTER, quark:toretoise, 80, 1, 1
9097, icy, minecraft:ice_spikes, MONSTER, savageandravage:iceologer, 12, 1, 1
9098, icy, minecraft:ice_spikes, MONSTER, aquamirae:tortured_soul, 20, 1, 2
9099, icy, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 5, 7
9100, icy, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 10, 1, 2
9101, icy, minecraft:ice_spikes, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
9102, icy, minecraft:ice_spikes, CREATURE, cnb:yeti, 20, 2, 3
9103, icy, minecraft:ice_spikes, AMBIENT, aquamirae:golden_moth, 2, 1, 1
9104, icy, minecraft:ice_spikes, AMBIENT, minecraft:bat, 5, 1, 2
9105, icy, minecraft:snowy_mountains, MONSTER, minecraft:spider, 20, 2, 3
9106, icy, minecraft:snowy_mountains, MONSTER, minecraft:creeper, 50, 2, 3
9107, icy, minecraft:snowy_mountains, MONSTER, minecraft:enderman, 5, 1, 3
9108, icy, minecraft:snowy_mountains, MONSTER, minecraft:witch, 5, 1, 1
9109, icy, minecraft:snowy_mountains, MONSTER, minecraft:stray, 40, 2, 3
9110, icy, minecraft:snowy_mountains, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
9111, icy, minecraft:snowy_mountains, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
9112, icy, minecraft:snowy_mountains, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
9113, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
9114, icy, minecraft:snowy_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
9115, icy, minecraft:snowy_mountains, MONSTER, iceandfire:dread_lich, 3, 1, 1
9116, icy, minecraft:snowy_mountains, MONSTER, iceandfire:dread_thrall, 10, 1, 1
9117, icy, minecraft:snowy_mountains, MONSTER, iceandfire:dread_beast, 7, 1, 1
9118, icy, minecraft:snowy_mountains, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
9119, icy, minecraft:snowy_mountains, MONSTER, iceandfire:dread_horse, 7, 1, 1
9120, icy, minecraft:snowy_mountains, MONSTER, iceandfire:dread_knight, 7, 1, 1
9121, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
9122, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
9123, icy, minecraft:snowy_mountains, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
